id;CustomerName;CustomerAddress;idState;id2;RegTime;RegisterTime;Sum1;Sum2,,
2952;Truck-X Muffler Repair;3100 Trailer Way;46;16;02/12/2006 13:48;1971-10-26 13:14:56.000;68560;34990.6526,,
2953;Chands CPA;616 Cobblestone Cir.;3;27;10/01/1970 13:48;2000-06-27 11:00:00.000;24863;19400.6528,,
2954;Michael Montgomery Hair Saloon;12 Broadview Lane;5;17;25/07/1999 11:53;2006-12-27 08:41:36.000;69044;33555.6810,,
2955;Green Bay Travel Services;2267 Anderson Lane;27;48;19/06/1992 14:20;1970-03-04 19:34:56.000;57058;26477.9300,,
2956;Loyal Order of Buffalo;2505 Allison ct.;5;5;22/09/1993 20:48;1980-02-21 16:53:20.000;67840;61306.8592,,
2957;Highland Woods City Hall;1155 Ridgewood Drive;41;27;20/03/1996 22:13;2001-05-11 14:46:40.000;23714;27856.2915,,
2958;DBN Bank;629 Kincaid Ave.;45;29;21/07/2003 16:07;1986-01-05 09:06:40.000;35162;51876.0960,,
2959;MedicServe Medical Supply;14836 W. River Oaks Dr.;35;8;27/05/2006 23:02;2003-04-07 02:21:36.000;70138;11737.6338,,
2960;janice Mann Accounting Service;244 Briar Ln;11;5;10/03/1989 10:02;2006-02-02 02:00:00.000;60220;37169.5616,,
2961;Marks, Marks, and Kaplan Ltd.;120 high St.;50;46;16/09/2001 05:00;2006-02-21 04:14:56.000;51712;65982.7790
2962;Glassman & Stone;917 Fairview Ave.  Apt. 982;7;3;25/12/1992 05:07;2001-12-23 02:00:00.000;98400;92480.2801,,
2963;Cutter Lawn Mower Repair;21 Lakeview Terrace #2312;34;5;30/11/1972 19:33;2000-05-11 05:14:56.000;77810;27164.6354,,
2964;Griffith Paving and Sealcoatin;1575 Oak Ave.  Apt. 2C;44;27;24/03/1974 03:22;1999-04-27 09:00:00.000;17518;14504.0860,,
2965;John G. Hartling Ltd.;1957 Huntington Ave.;45;5;17/06/2006 02:48;2000-12-29 17:08:16.000;53400;12612.7898,,
2966;Hilco Auto Body;511 Hill;41;41;11/03/1977 11:22;2001-05-18 20:06:40.000;16262;89986.3290,,
2967;Tub's Furniture Store;1715 Chicago Ave.;7;45;08/07/1998 13:13;2007-06-15 10:33:20.000;87560;78374.0282,,
2968;Ernie's Foriegn Car Service;1486 Old Deerfield Rd.;22;35;03/10/1997 18:33;1990-04-06 12:06:40.000;9655.;52286.2508,,
2969;Flinn Mosquito and Pest Contro;3478 Bryn Mawr St.;38;11;06/02/2006 03:08;1970-10-28 02:01:36.000;92952;48767.2929,,
2970;Chicagoland Cleaners;2936 Arlington Ave.;46;50;31/12/1977 14:42;1978-03-23 11:20:00.000;61998;62172.0520,,
2971;Hilco Auto Body;3148 cottonwood Ct.;21;7;19/05/1971 19:55;1994-09-17 12:06:40.000;73117;94880.3885,,
2972;Ampro Office Team Ltd.;1234 Devonshire Court;27;34;05/02/2001 23:35;1977-08-17 11:00:00.000;29814;20176.3360,,
2973;Hilco Auto Body;3181 Barkwood Ct.;42;44;09/06/1977 00:20;1970-04-20 22:53:20.000;80356;54696.4656,,
2974;Highland Heights Gift Shop;12 Fort Sheriden Ave.;41;45;04/09/1971 11:15;2004-08-23 10:06:40.000;32002;8650.1444,,
2975;Mail Boxes Et. Al.;35 Glenlake Dr.;43;41;30/09/1970 00:47;2005-10-02 16:34:56.000;37415;28707.8829,,
2976;Yale Remins Temp Agency;1859 Green Bay Rd.;34;7;06/11/2007 16:42;2003-11-16 10:28:16.000;12880;58609.5884,,
2977;Myers Chocolates and Confectio;21 Lakeview Terrace #2312;24;22;15/09/1972 00:07;2000-04-17 20:01:36.000;35742;3980.5986,,
2978;Hardee Woodwork Ltd.;788 Tennyson Ave.;43;38;19/03/1975 22:27;2000-07-15 18:33:20.000;27976;63520.6560,,
2979;Sigman and Freud Psychiatry;2505 Allison ct.;1;46;17/12/1994 21:33;1985-04-10 16:53:20.000;55884;45858.2576,,
2980;George Lee Antiques;115 Judson Rd.;45;21;10/10/1993 14:33;1974-05-27 05:13:20.000;79919;88008.6217,,
2981;K L Consulting;3478 Bryn Mawr St.;8;27;13/12/1974 00:42;2006-02-11 19:20:00.000;75714;74529.3700,,
2982;Camp Oconomowoc;1954 First St.;33;42;30/06/2001 15:53;1986-11-21 03:21:36.000;17600;83920.7819,,
2983;Truck-X Muffler Repair;2632 Prarie Ln.;25;41;11/07/2006 03:40;2001-04-30 01:00:00.000;84800;42208.9244,,
2984;Dean Grant Buick and Crysler;4522 N. Greenview Apt. 1B;42;43;21/04/2006 03:13;2003-01-17 01:34:56.000;69048;65069.6400,,
2985;Froggy's Gourmet Catering;1575 Oak Ave.  Apt. 2C;45;34;08/09/1970 01:00;1983-05-16 11:01:36.000;420.8;7543.0743,,
2986;Bill's Dive Shop;3385 University Ave.;25;24;12/10/2006 21:40;1982-07-03 07:54:56.000;61914;51779.0512,,
2987;Deer Lake Inn;969 Saxony Drive;10;43;05/08/1977 12:08;1987-05-04 12:48:16.000;31692;48924.2788,,
2988;Air France;10 Marquette Rd.;43;1;18/09/2001 05:53;1970-09-08 08:34:56.000;9210.;21912.0972,,
2989;Pasifico Inc.;430 Oakland Drive;43;45;22/02/1992 12:00;1977-01-03 08:14:56.000;24530;95840.2070,,
2990;Maintence Services of Maine;220 Vine Ave.;18;8;18/01/1980 07:08;1977-04-22 23:33:20.000;77444;59768.4598,,
2991;Mail Boxes Et. Al.;2024 St.Johns Ave.;14;33;27/08/2001 06:07;2000-11-06 22:53:20.000;89512;36420.5965,,
2992;Dapper's Antiques;1547 Vine;15;25;14/03/1978 05:07;1996-01-23 01:20:00.000;94720;70784.1909,,
2993;Air Indonesia;3148 cottonwood Ct.;10;42;02/01/2005 21:07;1994-11-06 13:08:16.000;54333;18371.9528,,
2994;Pac Builders;135 Lakewood place;15;45;26/09/1994 07:13;1986-11-17 08:26:40.000;18075;60870.2590,,
2995;Marks, Marks, and Kaplan Ltd.;1831 Beverly Place #9D;48;25;13/04/1990 10:47;1996-05-08 04:48:16.000;15200;37981.4594
2996;Dean Grant Buick and Crysler;367Bluebird Terr.;37;10;24/06/1993 14:08;1990-02-16 00:14:56.000;43828;76868.0039,,
2997;Dependable Plumbing and Sewer;1831 Beverly Place #9D;3;43;28/08/2001 13:00;1971-01-04 18:00:00.000;15859;23925.4600,,
2998;DBN Bank;225 Jeffrys Place;48;43;29/10/2002 14:00;2007-05-28 16:48:16.000;8755.;19630.5120,,
2999;AAA Daniels Antiques;2479 Woodridge Drive;33;18;15/05/2001 02:07;1980-04-15 06:14:56.000;30866;6844.2192,,
3000;Crosstracks Car Wash;1839 McCraren Rd.;50;14;11/07/1983 00:22;2000-12-29 00:53:20.000;2295.;91452.3304,,
3001;Moveit Motercycle Service;4259 W. Lake Ave.;34;15;02/12/1970 23:08;1997-05-28 07:13:20.000;11484;72089.5110,,
3002;Dean Barnett Furniture Repair;1486 Old Deerfield Rd.;18;10;18/09/1994 04:47;1993-09-10 23:26:40.000;78334;51290.2418,,
3003;Bernhardt Ltd.;1550 Ridge Rd.;49;15;17/02/2002 09:47;1987-05-12 15:14:56.000;4165.;58120.6521,,
3004;North Shore Appliance Service;115 Judson Rd.;45;48;24/07/1977 14:47;1989-10-01 07:41:36.000;2394.;28822.4508,,
3005;Lake Shore Publishing;937 Judson Ave.;48;37;29/08/2001 20:20;2006-06-30 21:40:00.000;58640;73808.4158,,
3006;Foy Aviation;218 Oakridge Ave.;24;3;11/03/1977 11:22;1972-06-20 04:46:40.000;5805.;25094.8620,,
3007;Vecot Inc.;218 Oakridge Ave.;34;48;16/07/1990 21:27;1989-04-13 09:40:00.000;20967;5832.2892,,
3008;Smith & Wesson Militia;425 Lake Ave.;44;33;13/04/2000 07:08;1972-12-23 02:54:56.000;20014;45285.9571,,
3009;Highland Woods City Hall;465 Stratford Rd.;45;50;20/08/1978 12:20;1983-01-15 17:33:20.000;99916;66814.3597,,
3010;Car Suite Cleaners;12 Craven Way;5;34;06/08/1985 08:07;2004-03-06 22:26:40.000;59154;67624.3148,,
3011;Hardee Woodwork Ltd.;1957 Huntington Ave.;10;18;03/07/1994 19:27;1977-01-09 23:20:00.000;70644;70996.7298,,
3012;Tub's Furniture Store;673 Calais Drive;6;49;21/10/1996 13:13;1985-08-21 20:20:00.000;74838;59100.1716,,
3013;Pivot Point College;2870 Skokie Rd.;8;45;01/11/2001 12:02;2002-02-26 16:00:00.000;97662;7300.2881,,
3014;Dapper's Antiques;929 Brittany Ave.;16;48;27/06/1992 07:42;1980-07-01 12:46:40.000;92520;37080.9148,,
3015;Eva Galler Galleries Inc.;1777 balsamic Ave.;44;24;22/02/1975 00:13;1970-04-12 09:20:00.000;86693;98520.5421,,
3016;Lidhal design Corp.;225 Jeffrys Place;34;34;10/06/1989 06:33;1978-01-31 20:41:36.000;34108;83530.2065,,
3017;Bako Delicatessen;854 Woodbine;47;44;10/10/2001 05:40;2000-07-09 10:20:00.000;38698;42400.9433,,
3018;Park District Of America;42 Valley Rd.;17;45;10/01/1986 00:13;2001-06-08 12:33:20.000;36860;6000.7296,,
3019;American Apartments;1535 Knollwood Drive;50;5;01/05/2006 19:42;1985-11-13 20:00:00.000;7667.;57220.4448,,
3020;Caranisco Homes;218 Oakridge Ave.;40;10;17/03/1977 15:20;2005-10-12 03:00:00.000;6448.;39530.5882,,
3021;Pete's Auto Repair;3487 Green Bay Rd.;49;6;18/06/1996 20:48;1993-10-04 03:00:00.000;74590;84136.2512,,
3022;Eva Galler Galleries Inc.;1444 Chantilly Ln.;21;8;25/08/2005 16:07;1992-02-22 12:00:00.000;80150;13084.8392,,
3023;Chicagoland Cleaners;1547 Vine;36;16;31/12/1987 14:40;1972-10-09 07:26:40.000;3866.;83274.9616,,
3024;Darcy Frame and Matting Servic;2870 Skokie Rd.;45;44;26/06/1983 19:27;1986-05-16 21:40:00.000;18348;52074.9216,,
3025;MedicServe Medical Supply;788 Tennyson Ave.;4;34;30/10/2003 07:47;1978-06-25 23:00:00.000;24970;86760.0648,,
3026;Parties Galore Golf Course;669 Kikaid;37;47;27/06/1985 23:40;2000-04-15 13:00:00.000;5618.;39732.8027,,
3027;Johnson, Erico & Co CPA's;241 Callan Rd.;18;17;23/11/1980 04:00;1978-08-29 01:53:20.000;53285;27866.4720,
3028;Nel Video Productions;1831 Beverly Place #9D;39;50;14/08/1993 12:22;2002-12-28 09:21:36.000;62184;1064.5520,,
3029;Peterson Roberts Carpentry;77 Blackhawk Rd;20;40;20/06/1996 09:40;1986-07-26 12:06:40.000;61480;72420.8091,,
3030;Ebert Music Center;1234 Devonshire Court;40;49;24/01/2000 19:33;1990-07-09 13:41:36.000;93888;26470.3507,,
3031;Air Indonesia;355 Golf Rd.;37;21;24/01/1971 10:13;2005-05-28 09:01:36.000;31515;55668.6112,,
3032;Funnyface Amusement Games;445 Park Ave.;31;36;14/07/2006 19:00;1982-03-26 21:48:16.000;78360;56256.9024,,
3033;Doll House Rock;632 Florence Dr.;38;45;14/06/1972 09:53;2003-03-03 04:54:56.000;64241;84144.3780,,
3034;Bill's Dive Shop;643 De Temple Rd.;24;4;22/03/2007 12:42;2000-08-20 23:14:56.000;85936;75483.0051,,
3035;Facelift Kitchen and Bath;218 Oakridge Ave.;12;37;01/11/2001 21:07;1989-04-19 15:40:00.000;3164.;58476.7496,,
3036;Loyal Order of Buffalo;5518 Madison St.;37;18;03/07/1980 09:13;2001-06-21 03:00:00.000;29602;45710.5538,,
3037;Pete's Auto Repair;3150 Skokie Valley Rd.;12;39;28/07/1982 19:02;1985-05-16 15:00:00.000;48772;34298.4632,,
3038;Libra & Sons;21 Lakeview Terrace #2312;42;20;30/04/1975 15:27;1993-08-13 17:40:00.000;57738;15016.1294,,
3039;Bee Line Publishing;1619 Judson Ave. Apt #34B;35;40;20/06/2006 07:40;1989-11-08 20:26:40.000;41926;32163.0165,,
3040;North Park Lighting Galleries;1233 Arbor Rd.;13;37;31/12/1986 15:35;1983-11-21 22:00:00.000;25450;86653.4092,,
3041;Lutz Soft Cloth Car Wash;266 Green Bay Rd.;42;31;26/11/1974 19:48;2002-09-10 07:26:40.000;81150;18692.5775,,
3042;Glenwood Credit Union;43078 Kennedy Dr.;41;38;04/06/1990 01:40;2003-07-05 02:08:16.000;31135;65412.1083,,
3043;Glassman & Stone;807 Old Trail Rd.;41;24;27/11/1997 03:07;1987-04-05 23:26:40.000;62400;46430.3789,,
3044;Foy Aviation;746 Judson Place;24;12;07/06/1974 09:55;2007-01-03 04:53:20.000;27070;53820.8864,,
3045;Meonits & Mogogni Inc.;45 South Deer Creek Drive;25;37;19/07/2000 05:53;1974-07-31 00:46:40.000;42168;93840.9548,,
3046;Kosmo Consulting;5518 Madison St.;44;12;05/02/1989 05:33;1993-08-11 21:13:20.000;51620;79826.4567,,
3047;Pasifico Inc.;3059 Priscilla Court;37;42;04/12/1987 14:42;1978-04-23 17:20:00.000;9470.;27132.9388,,
3048;Happ Aluminum Siding Co.;1 Twin Oaks Place;40;35;14/06/1996 14:47;1974-01-31 01:21:36.000;47876;30000.7384,,
3049;Truck-X Muffler Repair;746 Judson Place;17;13;12/07/1971 01:42;2001-06-20 02:20:00.000;49008;11040.5985,,
3050;Futoons Cartoons Emporium;1915 Lewis Ln.  Apt 13;15;42;10/01/2000 22:13;1993-06-09 13:01:36.000;26530;26122.4853,,
3051;Mail Boxes Et. Al.;1233 Arbor Rd.;36;41;22/04/1975 12:00;1986-01-14 04:13:20.000;62282;75490.9227,,
3052;Gourmet the Frog;899 Harvard Ct;6;41;29/03/2006 06:15;1978-08-16 08:20:00.000;54966;68530.8665,,
3053;Dean Barnett Furniture Repair;1660 Park Ave.;8;24;19/01/1993 07:08;2005-12-03 08:53:20.000;52620;47744.5904,,
3054;Vanity Town;1619 Judson Ave. Apt #34B;19;25;03/02/2002 01:33;1975-12-15 18:26:40.000;80059;41512.4634,,
3055;Highland Lanes;1954 First St.;24;44;26/05/1983 13:27;2004-01-05 05:08:16.000;32319;92430.5604,,
3056;Hilco Auto Body;505 N. Frances St.;4;37;16/09/2002 02:20;1972-02-09 05:06:40.000;94535;37486.2238,,
3057;Hardee Woodwork Ltd.;1957 Huntington Ave.;27;40;09/07/1985 13:27;2005-06-16 06:33:20.000;25569;44864.8660,,
3058;Froggy's Gourmet Catering;770 Exmoor Rd.;32;17;04/07/1993 16:33;1989-12-15 04:40:00.000;47636;63096.5438,,
3059;Jay's Cabinet Company;1831 Beverly Place #9D;44;15;02/01/2007 19:48;2001-09-01 11:28:16.000;22144;23700.4000,,
3060;Hibbard Road Suppliers;77 Blackhawk Rd;19;36;05/06/1971 21:00;1990-02-22 04:13:20.000;81640;61792.1084,,
3061;Salt & Pepper Catering Service;245 Oakridge Ave.;15;6;22/08/2000 23:13;1972-08-05 23:00:00.000;41125;30048.9110,,
3062;Hilco Auto Body;857 Woodbine Rd;8;8;19/10/1989 12:33;1977-01-28 00:40:00.000;9905.;54868.6735,,
3063;Hibbard Road Suppliers;2024 St.Johns Ave.;44;19;16/12/2002 11:47;2000-05-31 01:53:20.000;334.3;36392.4548,,
3064;Hilco Auto Body;406 Trinity Ct.;23;24;23/10/2002 03:13;1985-06-24 23:26:40.000;36416;54640.1246,,
3065;Glenwood Credit Union;3344 Beachwood Ln.;44;4;22/12/2001 19:20;1987-03-28 03:20:00.000;78951;26576.2306,,
3066;Corbins, Rodriguez, & Savocchi;600 Central Ave;38;27;26/06/1980 10:33;1985-11-24 06:00:00.000;68544;15110.6984
3067;Lake Shore Publishing;785 Highland place;19;32;28/05/2004 03:40;2000-03-20 08:53:20.000;25423;18160.3272,,
3068;Flinn Mosquito and Pest Contro;22 Clay rd.;4;44;10/05/1987 00:07;1989-10-16 01:13:20.000;29702;886.2896,,
3069;Parties Galore Golf Course;857 Woodbine Rd;14;19;29/04/2000 03:13;2003-12-17 16:28:16.000;9434.;21645.5850,,
3070;First National Bank of Ottowa;266 Green Bay Rd.;37;15;26/12/2000 03:07;1990-01-25 09:33:20.000;20130;222.2853,,
3071;Air Indonesia;632 Roger Williams;24;8;12/03/2003 11:08;1974-11-07 03:34:56.000;44294;42120.2772,,
3072;janice Mann Accounting Service;1619 Judson Ave. Apt #34B;22;44;30/03/2002 14:53;1986-12-08 21:06:40.000;60417;52569.2760,,
3073;Myers Chocolates and Confectio;4467 Sheridan Rd.;29;23;31/12/2000 22:28;1998-01-28 15:06:40.000;7164.;86263.9905,,
3074;Block Boats and Lures;77 Blackhawk Rd;10;44;13/09/2000 09:40;1987-05-16 11:40:00.000;86591;24438.2094,,
3075;Salt & Pepper Catering Service;1859 Green Bay Rd.;41;38;30/08/2000 14:33;2000-12-31 03:46:40.000;44857;8582.9251,,
3076;Sigman and Freud Psychiatry;3100 Trailer Way;4;19;01/08/2000 16:07;2006-09-23 09:26:40.000;23204;20928.5838,,
3077;Nina's Snow Plowing;629 Kincaid Ave.;48;4;18/05/1974 10:07;1985-12-04 06:54:56.000;58320;12134.9549,,
3078;Futoons Cartoons Emporium;629 Kincaid Ave.;17;14;17/12/2003 13:22;2006-04-05 14:00:00.000;65334;22678.9272,,
3079;Highland Lanes;600 Central Ave;11;37;17/06/2005 05:27;1985-02-09 20:01:36.000;60580;11612.6360,,
3080;Salt & Pepper Catering Service;1799 Rosemary Way;31;24;15/11/1992 04:00;1985-05-06 12:34:56.000;19285;63786.9441,,
3081;Got It All Electronics Supply;1858 Balsam Way;42;22;04/04/2007 16:20;1997-01-04 17:46:40.000;74976;5780.4400,,
3082;Portugal, Liddy, & Son Ltd.;3062 Lindenwood Ln.;2;29;18/10/2001 15:42;2000-12-14 08:26:40.000;55288;70958.2752
3083;Morton Roofing and Siding;632 Florence Dr.;39;10;06/03/1983 19:35;1990-11-25 02:26:40.000;17011;59799.4160,,
3084;Nina's Snow Plowing;2112 Ravine Drive;4;41;18/06/1983 05:53;2000-05-07 12:46:40.000;96033;64990.3523,,
3085;Yale Remins Temp Agency;1714 Clifton Rd.;44;4;29/03/2000 03:20;1980-09-14 07:13:20.000;12513;3264.0558,,
3086;Doll House Rock;4522 N. Greenview Apt. 1B;8;48;06/12/1972 03:20;2000-01-17 11:48:16.000;98299;46400.6915,,
3087;Loyal Order of Buffalo;433 Burton Ave.;8;17;08/11/2002 14:55;2006-03-11 18:00:00.000;94861;30745.4690,,
3088;Transformation Enterprises;465 Stratford Rd.;33;11;07/01/1992 23:35;2003-05-22 05:41:36.000;50094;83397.2864,,
3089;Lee Stairworks and Carpentry,;35 Glenlake Dr.;20;31;20/08/2003 21:27;2004-01-25 17:33:20.000;67100;35368.0944,
3090;Nina's Snow Plowing;1077 Court Ave.;3;42;29/10/2000 06:42;2006-05-03 08:33:20.000;25571;20107.0400,,
3091;DBN Bank;406 Trinity Ct.;46;2;28/01/1975 16:53;2002-01-26 10:00:00.000;78434;37413.9154,,
3092;Marcy Elaine Bakery;1019 Deerfield Rd.;50;39;05/07/1985 09:27;1993-02-20 09:20:00.000;74340;95545.7795,,
3093;Brand Y Creative Services;1679 McCraren;41;4;25/12/2004 22:00;1977-09-08 10:46:40.000;84900;38484.5672,,
3094;janice Mann Accounting Service;445 Park Ave.;39;44;22/06/2002 01:42;2001-03-03 17:21:36.000;67114;75400.4202,,
3095;Cotton Thumb Ltd.;1912 Old Briar Lane #2;24;8;04/09/1985 17:40;2001-10-09 09:28:16.000;27520;87974.4670,,
3096;Schnitzer Denist College;201-C Frontage Rd.;37;8;03/08/2002 02:47;2002-09-18 09:53:20.000;31574;52336.0990,,
3097;Mail Boxes Et. Al.;38976 Forest View Rd.;48;33;01/06/1970 04:47;2006-04-29 00:34:56.000;28806;17993.3160,,
3098;Happ Aluminum Siding Co.;242 Ashland Ave.;43;20;11/05/1985 23:53;2004-05-12 14:08:16.000;42120;7806.8748,,
3099;Pac Builders;139 Bay Colony Dr.;41;3;14/07/1990 13:53;1980-12-06 05:08:16.000;19716;27764.7280,,
3100;Portugal, Liddy, & Son Ltd.;4522 N. Greenview Apt. 1B;3;46;18/07/2000 02:07;1994-07-25 19:13:20.000;43069;58670.5968
3101;Myers Chocolates and Confectio;241 Callan Rd.;39;50;11/02/2001 10:53;2006-04-18 08:33:20.000;58601;47060.4610,,
3102;Nirabi Auto Service;175 beech St.;16;41;18/05/1987 10:08;1992-08-25 08:21:36.000;28256;775.7478,,
3103;Quad City Cleaning;1915 Lewis Ln.  Apt 13;14;39;06/07/1990 02:22;2004-12-31 04:28:16.000;86848;34640.5136,,
3104;Facelift Kitchen and Bath;38976 Forest View Rd.;5;24;21/01/1996 04:53;1990-11-01 11:46:40.000;73982;7932.8040,,
3105;Acturial Enterprises Ltd.;1535 Knollwood Drive;43;37;21/07/1992 07:27;2006-12-16 05:06:40.000;94304;57048.8000,,
3106;Chands CPA;1954 First St.;34;48;13/06/2001 17:13;1983-03-29 15:33:20.000;63591;88365.7381,,
3107;Lake Shore Beaches;201-C Frontage Rd.;40;43;23/04/2001 08:00;1986-12-10 00:53:20.000;22664;37748.5178,,
3108;Kermit the Pet Shop;45 South Deer Creek Drive;35;41;13/12/2000 04:40;2001-04-08 04:20:00.000;33845;68746.7518,,
3109;Masterlands Cleaning;770 Exmoor Rd.;11;3;10/12/1989 02:27;1998-02-27 17:20:00.000;13290;43811.1482,,
3110;Acme Chemical Supply;857 Woodbine Rd;2;39;07/05/2005 06:07;1992-08-18 18:46:40.000;57416;13450.8859,,
3111;AA Advertising;512 Hill;44;16;14/05/1980 14:47;1980-02-20 13:06:40.000;42980;22216.6925,,
3112;Camp Oconomowoc;1065 Hillcrest Circle;22;14;08/04/1990 08:33;2006-12-31 05:06:40.000;41612;84245.7900,,
3113;Block Boats and Lures;2644 Princeton Ln.;5;5;05/10/2003 00:47;1999-01-12 00:13:20.000;11136;16835.7104,,
3114;Jay's Cabinet Company;115 Judson Rd.;29;43;31/07/1980 22:35;2003-06-19 06:20:00.000;76644;36888.9065,,
3115;Venturi Discount Drugs;334 Lynn Terrace;42;34;04/04/1989 14:33;1989-08-26 03:00:00.000;91005;66600.4480,,
3116;Elm Place Business Supplies;937 Judson Ave.;50;40;28/11/2005 08:42;2000-07-06 19:54:56.000;74250;86102.1232,,
3117;Moveit Motercycle Service;406 Trinity Ct.;40;35;24/08/1977 09:40;2006-04-26 09:53:20.000;29140;14047.2985,,
3118;Happ Aluminum Siding Co.;355 Golf Rd.;18;11;21/12/1982 06:27;2006-07-11 10:08:16.000;62784;68736.6760,,
3119;AAA Daniels Antiques;1270 Linden Ave.;48;2;24/12/1971 22:00;1994-07-13 20:21:36.000;79616;65000.1427,,
3120;Cotton Thumb Ltd.;1619 Judson Ave. Apt #34B;34;44;23/08/1996 12:33;1989-10-03 15:14:56.000;99856;96054.3680,,
3121;Parkway Auto Body;2510 Crain;50;22;09/09/1971 02:22;2007-06-13 03:00:00.000;63350;53424.4196,,
3122;Park District Of America;2678 Sheridan Rd.;41;5;21/03/2005 05:20;2004-01-22 10:28:16.000;82456;80510.2524,,
3123;Funnyface Amusement Games;1714 Clifton Rd.;25;29;05/06/1990 16:33;1974-07-14 03:13:20.000;42556;53160.1290,,
3124;North Shore Appliance Service;1920 Sunnyside Ave.;16;42;08/09/1972 12:33;1977-12-12 18:40:00.000;34720;48494.6998,,
3125;Johnson, Erico & Co CPA's;4763 Blackhawk Rd.;5;50;12/08/1975 08:20;1993-07-19 06:33:20.000;69140;42761.1338,
3126;Facelift Kitchen and Bath;1633 McGovern place;23;40;19/02/1983 18:28;2005-07-05 13:41:36.000;18430;59800.9088,,
3127;Morgan Construction Co;2510 Crain;39;18;05/05/2001 23:00;2006-10-27 09:33:20.000;43829;56025.7756,,
3128;Salt & Pepper Catering Service;2505 Allison ct.;34;48;13/12/1985 13:08;2005-06-05 04:33:20.000;39304;47443.8238,,
3129;Rythmics Ltd.;367Bluebird Terr.;26;34;11/08/2001 08:48;1971-05-05 22:34:56.000;92745;78530.5760,,
3130;Futoons Cartoons Emporium;852 Sumac Rd.;41;50;23/06/1993 10:22;1970-05-17 22:21:36.000;74240;44615.1989,,
3131;Elle Hypnosis and Therapy Cent;1907 S. Prospect Ave.;26;41;21/06/1992 12:48;2001-07-15 10:20:00.000;66315;68912.6692,,
3132;Rythmics Ltd.;12 Craven Way;12;25;28/12/1989 14:53;2007-08-29 16:06:40.000;81535;69506.2077,,
3133;Lake Shore Beaches;210 Cresant Rd.;29;16;07/12/1971 04:15;1989-01-08 22:00:00.000;73898;35248.1858,,
3134;Resnick DDS;445 Park Ave.;45;5;24/03/1985 15:48;2001-09-07 06:21:36.000;13830;53715.2495,,
3135;Toggle & Myerson Ltd;241 Callan Rd.;22;23;30/01/2006 09:22;2003-05-02 10:21:36.000;80000;84690.3327,,
3136;Rythmics Ltd.;872 Virginia Rd.;13;39;15/08/1970 01:15;2002-07-17 12:48:16.000;26184;47751.6572,,
3137;Facelift Kitchen and Bath;839 Burton Ave;41;34;13/06/2003 02:22;1986-06-28 08:21:36.000;77656;80305.0115,,
3138;Griffith Paving and Sealcoatin;854 Woodbine;19;26;22/04/1996 20:07;1989-04-06 11:00:00.000;65744;72226.2213,,
3139;Arthur M. Feildberg Galleries;2870 Skokie Rd.;37;41;20/12/1993 15:07;2000-03-10 20:01:36.000;14199;34400.8160,,
3140;Glenwood Credit Union;1234 Devonshire Court;22;26;19/01/1978 12:13;1974-01-08 18:00:00.000;89650;53500.3092,,
3141;Gilbert Co.;1185 County line Rd.;40;12;18/10/1977 23:00;1992-06-11 11:53:20.000;33178;29217.9464,,
3142;Percy Photography;456 Groverland Ave.;46;29;25/06/2003 01:13;2005-07-31 00:48:16.000;75610;56871.9380,,
3143;janice Mann Accounting Service;1126 Hillcrest Ave;40;45;18/04/2006 19:40;1989-05-14 15:40:00.000;94128;4704.5807,,
3144;Parkway Auto Body;812 North Ave.;23;22;04/01/1990 04:28;2005-03-20 01:33:20.000;40565;37781.6800,,
3145;Lake Shore Publishing;1575 Oak Ave.  Apt. 2C;19;13;29/12/2001 08:00;2006-12-26 06:01:36.000;13713;27782.1152,,
3146;Lidhal design Corp.;899 Harvard Ct;30;41;19/02/2000 00:02;1994-08-16 19:00:00.000;56394;58342.3890,,
3147;Air Barbados;21 Lakeview Terrace #2312;13;19;07/02/1996 02:27;1978-08-16 08:20:00.000;13363;18696.6010,,
3148;Mail Boxes Et. Al.;21 Lakeview Terrace #2312;32;37;30/06/1999 00:47;2003-01-16 06:53:20.000;55416;19675.1024,,
3149;Kosmo Consulting;969 Saxony Drive;19;22;15/05/2000 20:22;2007-12-14 21:21:36.000;63500;52816.0440,,
3150;Brand Y Creative Services;35 Glenlake Dr.;3;40;18/03/2007 06:40;2001-04-09 08:06:40.000;41425;84325.9866,,
3151;Lickmen Restoration;406 Trinity Ct.;27;46;28/12/1986 04:15;1985-11-18 02:01:36.000;69120;64775.4400,,
3152;Transformation Enterprises;1875 Roger Williams Ave.;18;40;13/10/2007 10:22;1996-03-31 08:13:20.000;68524;31792.8874,,
3153;Toggle & Myerson Ltd;614 green bay Rd.;48;23;07/12/1987 18:27;2004-11-06 03:33:20.000;19411;61355.6630,,
3154;North West Gas Co.;4467 Sheridan Rd.;29;19;20/12/1977 21:07;2004-01-01 14:28:16.000;37700;10092.6375,,
3155;Venturi Discount Drugs;785 Highland place;20;30;27/08/1990 04:22;2000-10-04 01:14:56.000;32575;68456.4294,,
3156;Pete's Auto Repair;1547 Knolwood Rd.;16;13;19/01/1982 22:28;1990-12-05 20:01:36.000;81354;83975.3808,,
3157;Nirabi Auto Service;1704 Ridgelee Rd;37;32;15/07/2002 14:20;1978-02-19 18:13:20.000;26833;19098.9928,,
3158;Nel Video Productions;3150 Skokie Valley Rd.;31;19;04/10/1977 09:00;2001-07-08 00:33:20.000;84021;66656.9470,,
